,30,50,75,100,150,200,250,300
5,28.52,36.58,35.91,48.51,46.37,30.41,32.67,29.9
10,29.07,33.75,35.58,30.18,29.63,32.03,30.97,40.78
15,28.7,23.74,30.88,27.92,29.71,30.32,33.02,45.43
20,22.08,25.4,22.69,28.79,28.19,25.24,28.79,41.43
30,,32.57,21.06,34.04,24.97,24.35,25.63,29.33
40,,27.18,24.16,29.14,25.68,27.74,21.13,24.39
50,,,25.51,23.66,22.52,25.79,21.35,21.19
60,,,23.77,26.28,27.81,29.02,21.25,21.82
