roc_lookback_bars,min_move_pct,volume_mult,take_profit_pct,stop_loss_pct,max_hold_bars,total_return_pct,n_trades,win_rate_pct,avg_return_per_trade_pct,final_capital,tp_hits,sl_hits,timeouts
5,0.0015,3.0,0.003,0.003,20,-38.99,379,44.1,-0.03,6101.0,90,122,167
1,0.002,,0.005,0.003,20,-39.0,527,43.5,0.0067,6100.0,113,203,211
2,0.0015,2.0,0.003,0.002,30,-39.32,451,39.2,-0.0105,6068.0,137,234,80
1,0.002,,0.003,0.003,20,-39.4,551,50.3,0.0095,6060.0,203,182,166
5,0.002,2.0,0.005,0.003,10,-39.55,462,44.4,-0.0086,6045.0,40,95,327
1,0.002,,0.005,0.002,20,-39.66,550,36.7,0.0085,6034.0,102,287,161
5,0.002,2.0,0.003,0.002,20,-39.72,478,41.8,-0.0056,6028.0,125,215,138
3,0.0015,2.0,0.005,0.003,20,-39.93,510,43.9,0.0005,6007.0,79,166,265
3,0.0015,2.0,0.005,0.002,30,-39.96,508,36.4,-0.0001,6004.0,85,266,157
1,0.002,,0.003,0.003,10,-39.98,563,50.6,0.0096,6002.0,171,145,247
1,0.002,,0.003,0.002,20,-40.08,575,43.8,0.0112,5992.0,188,263,124
3,0.003,,0.005,0.003,10,-40.35,529,43.5,0.0027,5965.0,73,157,299
1,0.002,,0.003,0.002,10,-40.38,581,45.8,0.0112,5962.0,165,231,185
5,0.002,2.0,0.003,0.002,10,-40.5,488,44.5,-0.0062,5950.0,94,177,217
3,0.0015,2.0,0.005,0.003,30,-40.5,493,42.6,-0.0048,5950.0,94,190,209
3,0.003,,0.005,0.002,10,-40.61,545,39.1,0.0047,5939.0,68,250,227
2,0.0015,2.0,0.003,0.003,10,-40.61,460,47.4,-0.013,5939.0,100,108,252
3,0.003,,0.005,0.002,20,-40.88,532,34.4,0.0016,5912.0,95,283,154
5,0.002,2.0,0.003,0.003,30,-41.03,459,47.3,-0.0147,5897.0,154,172,133
3,0.0015,2.0,0.005,0.002,10,-41.59,544,43.2,0.0014,5841.0,44,191,309
1,0.002,,0.005,0.002,10,-41.71,567,39.9,0.0051,5829.0,71,253,243
1,0.002,,0.005,0.003,10,-41.79,551,44.6,0.0022,5821.0,74,160,317
5,0.002,2.0,0.003,0.003,20,-42.24,465,46.0,-0.0177,5776.0,131,151,183
5,0.002,2.0,0.003,0.003,10,-42.3,480,46.9,-0.0143,5770.0,96,98,286
2,0.0015,2.0,0.003,0.003,20,-42.89,447,44.1,-0.025,5711.0,132,161,154
2,0.0015,2.0,0.003,0.003,30,-43.31,440,44.5,-0.0286,5669.0,148,181,111
3,0.0015,2.0,0.005,0.003,10,-43.39,541,45.3,-0.0049,5661.0,47,110,384
3,0.0015,2.0,0.003,0.002,10,-44.27,561,45.1,-0.004,5573.0,104,194,263
3,0.003,,0.003,0.003,30,-44.49,546,48.0,-0.0074,5551.0,203,219,124
5,0.003,,0.005,0.003,30,-44.61,629,42.8,0.0066,5539.0,147,263,219
3,0.0015,2.0,0.003,0.002,20,-44.74,545,41.1,-0.0086,5526.0,135,245,165
3,0.0015,2.0,0.003,0.002,30,-45.51,538,39.8,-0.0126,5449.0,152,270,116
3,0.003,,0.003,0.002,10,-45.69,578,42.6,-0.0054,5431.0,144,257,177
3,0.003,,0.003,0.003,20,-45.77,550,46.7,-0.0109,5423.0,183,197,170
5,0.003,,0.005,0.003,20,-45.78,642,44.1,0.0051,5422.0,126,231,285
3,0.003,,0.003,0.002,30,-45.94,572,39.5,-0.0073,5406.0,182,305,85
3,0.003,,0.003,0.003,10,-46.0,557,46.7,-0.0103,5400.0,149,162,246
5,0.0015,2.0,0.005,0.002,20,-46.15,623,39.0,0.001,5385.0,80,285,258
3,0.003,,0.003,0.002,20,-46.33,574,39.2,-0.0081,5367.0,168,287,119
3,0.0015,2.0,0.003,0.003,10,-46.6,558,47.1,-0.0122,5340.0,109,112,337
3,0.0015,2.0,0.003,0.003,30,-46.91,523,46.3,-0.0207,5309.0,168,194,161
3,0.0015,2.0,0.003,0.003,20,-47.03,538,45.5,-0.0178,5297.0,145,173,220
5,0.0015,2.0,0.005,0.002,30,-47.07,601,35.3,-0.0055,5293.0,93,319,189
5,0.003,,0.005,0.002,30,-47.87,677,34.7,0.0042,5213.0,135,387,155
5,0.0015,2.0,0.005,0.003,30,-48.38,578,41.0,-0.0139,5162.0,98,222,258
5,0.0015,2.0,0.005,0.003,20,-48.66,607,43.2,-0.0094,5134.0,81,192,334
5,0.003,,0.005,0.003,10,-48.8,674,42.9,0.0011,5120.0,81,170,423
5,0.003,,0.005,0.002,20,-49.01,685,36.6,0.0021,5099.0,117,361,207
5,0.0015,2.0,0.005,0.002,10,-49.39,657,42.2,-0.0034,5061.0,48,226,383
5,0.003,,0.005,0.002,10,-49.96,706,39.4,0.0022,5004.0,78,291,337
5,0.003,,0.003,0.003,30,-50.3,711,49.5,0.002,4970.0,275,266,170
5,0.003,,0.003,0.003,20,-51.13,718,49.4,0.0006,4887.0,245,238,235
5,0.003,,0.003,0.003,10,-51.46,734,48.0,0.0018,4854.0,199,180,355
5,0.0015,2.0,0.003,0.002,10,-52.49,683,43.9,-0.0088,4751.0,115,232,336
5,0.0015,2.0,0.003,0.002,20,-52.63,661,40.8,-0.0128,4737.0,155,300,206
5,0.0015,2.0,0.005,0.003,10,-52.66,651,43.5,-0.0146,4734.0,47,125,479
5,0.0015,2.0,0.003,0.002,30,-53.45,646,38.2,-0.0181,4655.0,175,333,138
5,0.003,,0.003,0.002,10,-53.94,763,43.1,-0.0014,4606.0,182,310,271
5,0.003,,0.003,0.002,30,-54.21,755,40.7,-0.0032,4579.0,247,396,112
5,0.003,,0.003,0.002,20,-54.55,758,41.3,-0.0038,4545.0,224,373,161
5,0.0015,2.0,0.003,0.003,20,-55.23,646,44.9,-0.0241,4477.0,161,205,280
5,0.0015,2.0,0.003,0.003,30,-55.35,623,44.1,-0.0291,4465.0,186,233,204
5,0.0015,2.0,0.003,0.003,10,-55.47,676,45.4,-0.0194,4453.0,117,128,431
2,0.002,,0.005,0.003,30,-55.67,787,41.6,-0.0028,4433.0,185,347,255
2,0.002,,0.005,0.003,20,-56.0,811,43.0,-0.0007,4400.0,156,294,361
2,0.002,,0.005,0.002,30,-56.62,843,34.4,0.0013,4338.0,169,490,184
3,0.002,,0.005,0.003,30,-57.09,948,43.7,0.0113,4291.0,223,378,347
2,0.002,,0.005,0.002,20,-57.34,860,36.5,0.0013,4266.0,146,447,267
1,0.0015,,0.005,0.003,30,-57.66,853,43.5,-0.0002,4234.0,192,372,289
3,0.002,,0.005,0.003,20,-58.27,984,45.7,0.0116,4173.0,180,323,481
3,0.002,,0.005,0.002,30,-59.09,1022,36.8,0.013,4091.0,206,560,256
1,0.0015,,0.005,0.002,30,-59.14,927,35.4,0.0039,4086.0,183,537,207
1,0.0015,,0.005,0.003,20,-59.58,892,42.9,-0.0011,4042.0,164,325,403
2,0.002,,0.005,0.003,10,-59.76,879,44.1,-0.0032,4024.0,98,220,561
3,0.002,,0.005,0.002,20,-60.44,1054,39.9,0.0124,3956.0,172,506,376
2,0.002,,0.005,0.002,10,-60.58,911,39.8,-0.0019,3942.0,91,382,438
1,0.0015,,0.005,0.002,20,-61.11,955,36.6,0.0015,3889.0,154,495,306
1,0.0015,,0.005,0.003,10,-61.75,961,45.1,0.0004,3825.0,112,247,602
1,0.0015,,0.005,0.002,10,-62.55,1004,40.8,0.0025,3745.0,107,419,478
2,0.002,,0.003,0.003,30,-62.56,872,47.7,-0.0123,3744.0,314,350,208
2,0.002,,0.003,0.002,30,-62.57,923,40.5,-0.0062,3743.0,292,490,141
3,0.002,,0.005,0.003,10,-62.98,1080,46.6,0.0083,3702.0,116,235,729
2,0.002,,0.003,0.002,20,-63.52,936,41.0,-0.0075,3648.0,266,459,211
2,0.002,,0.003,0.003,20,-63.57,888,47.1,-0.0134,3643.0,280,305,303
3,0.002,,0.005,0.002,10,-64.04,1130,42.7,0.0098,3596.0,114,422,594
1,0.0015,,0.003,0.003,30,-64.06,919,48.6,-0.011,3594.0,334,365,220
2,0.002,,0.003,0.002,10,-64.27,963,42.9,-0.0066,3573.0,219,391,353
2,0.002,,0.003,0.003,10,-64.28,929,47.0,-0.0105,3572.0,227,231,471
1,0.0015,,0.003,0.003,20,-64.99,944,46.8,-0.0108,3501.0,311,325,308
1,0.0015,,0.003,0.002,30,-65.14,995,40.6,-0.0056,3486.0,318,528,149
1,0.0015,,0.003,0.003,10,-65.31,998,48.1,-0.0058,3469.0,247,246,505
1,0.0015,,0.003,0.002,20,-65.66,1010,41.0,-0.0056,3434.0,295,491,224
1,0.0015,,0.003,0.002,10,-66.01,1046,43.8,-0.0029,3399.0,240,419,387
3,0.002,,0.003,0.003,30,-66.05,1053,49.5,-0.0022,3395.0,387,391,275
5,0.002,,0.005,0.003,30,-66.82,1071,42.3,-0.0025,3318.0,219,425,427
3,0.002,,0.003,0.003,20,-67.19,1086,49.1,-0.0023,3281.0,344,343,399
3,0.002,,0.003,0.002,30,-68.23,1144,41.9,0.0,3177.0,372,588,184
3,0.002,,0.003,0.003,10,-69.05,1151,48.7,-0.0016,3095.0,268,246,637
3,0.002,,0.003,0.002,20,-69.27,1168,42.9,-0.0007,3073.0,330,540,298
5,0.002,,0.005,0.003,20,-69.47,1143,43.7,-0.0034,3053.0,181,375,587
5,0.002,,0.005,0.002,30,-69.62,1188,35.3,0.0001,3038.0,212,660,316
3,0.002,,0.003,0.002,10,-70.22,1211,44.8,0.0002,2978.0,264,444,503
5,0.002,,0.005,0.002,20,-71.23,1236,37.9,-0.0004,2877.0,174,601,461
2,0.0015,,0.005,0.003,20,-73.15,1254,43.0,-0.0044,2685.0,199,420,635
2,0.0015,,0.005,0.003,30,-73.42,1194,41.1,-0.0105,2658.0,235,491,468
2,0.0015,,0.005,0.002,20,-73.43,1348,38.0,0.002,2657.0,193,650,505
3,0.0015,,0.005,0.003,20,-73.71,1423,44.9,0.0065,2629.0,218,426,779
2,0.0015,,0.005,0.002,30,-73.76,1307,34.8,-0.002,2624.0,228,717,362
3,0.0015,,0.005,0.003,30,-73.77,1317,42.4,-0.0011,2623.0,259,511,547
3,0.0015,,0.005,0.002,30,-73.91,1445,37.0,0.0074,2609.0,255,746,444
5,0.002,,0.005,0.003,10,-74.31,1287,45.1,-0.0053,2569.0,117,267,903
5,0.002,,0.005,0.002,10,-74.58,1340,42.0,-0.002,2542.0,114,506,720
5,0.002,,0.003,0.003,30,-74.98,1231,47.3,-0.0122,2502.0,423,461,347
3,0.0015,,0.005,0.002,20,-75.08,1536,39.8,0.0099,2492.0,217,699,620
2,0.0015,,0.005,0.003,10,-76.31,1426,46.2,-0.0007,2369.0,134,307,985
5,0.002,,0.003,0.003,20,-76.55,1283,47.6,-0.0127,2345.0,369,405,509
2,0.0015,,0.005,0.002,10,-76.64,1488,42.4,0.0025,2336.0,131,541,816
5,0.002,,0.003,0.002,30,-77.79,1346,39.5,-0.0115,2221.0,400,711,235
5,0.002,,0.003,0.003,10,-77.95,1393,47.7,-0.0083,2205.0,282,289,822
5,0.002,,0.003,0.002,20,-78.17,1372,41.0,-0.0107,2183.0,348,644,380
5,0.0015,,0.005,0.003,30,-78.86,1428,41.6,-0.0083,2114.0,256,535,637
5,0.002,,0.003,0.002,10,-79.08,1451,44.0,-0.0076,2092.0,272,543,636
2,0.0015,,0.003,0.003,30,-79.58,1338,46.2,-0.0184,2042.0,444,520,374
2,0.0015,,0.003,0.002,20,-79.6,1485,41.4,-0.0068,2040.0,393,686,406
2,0.0015,,0.003,0.002,30,-79.69,1456,39.9,-0.0092,2031.0,432,744,280
2,0.0015,,0.003,0.003,20,-79.84,1385,46.3,-0.0153,2016.0,399,447,539
2,0.0015,,0.003,0.002,10,-79.91,1569,44.8,-0.0021,2009.0,312,558,699
2,0.0015,,0.003,0.003,10,-80.11,1509,48.2,-0.0068,1989.0,317,320,872
5,0.0015,,0.005,0.002,30,-80.16,1584,36.0,-0.0018,1984.0,255,828,501
3,0.0015,,0.005,0.002,10,-80.41,1738,43.0,0.0065,1959.0,150,587,1001
3,0.0015,,0.005,0.003,10,-80.58,1678,45.8,0.0027,1942.0,152,314,1212
3,0.0015,,0.003,0.003,30,-81.38,1500,47.1,-0.0117,1862.0,496,549,455
5,0.0015,,0.005,0.003,20,-81.82,1583,43.0,-0.0073,1818.0,211,473,899
3,0.0015,,0.003,0.002,30,-82.26,1653,41.1,-0.0044,1774.0,493,822,338
5,0.0015,,0.005,0.002,20,-82.28,1703,38.5,-0.0013,1772.0,211,764,728
3,0.0015,,0.003,0.003,20,-82.58,1589,47.2,-0.0096,1742.0,437,474,678
3,0.0015,,0.003,0.002,20,-83.51,1716,42.0,-0.0048,1649.0,433,764,519
3,0.0015,,0.003,0.003,10,-84.57,1780,47.4,-0.0048,1543.0,349,331,1100
3,0.0015,,0.003,0.002,10,-84.9,1849,44.5,-0.002,1510.0,344,626,879
5,0.0015,,0.003,0.003,30,-85.12,1625,45.7,-0.0169,1488.0,501,571,553
5,0.0015,,0.005,0.002,10,-85.71,1925,42.6,-0.0008,1429.0,139,629,1157
5,0.0015,,0.005,0.003,10,-86.03,1863,44.8,-0.0054,1397.0,139,323,1401
5,0.0015,,0.003,0.003,20,-86.19,1751,46.8,-0.0128,1381.0,446,498,807
5,0.0015,,0.003,0.002,30,-87.84,1812,38.8,-0.016,1216.0,484,922,406
5,0.0015,,0.003,0.002,20,-88.21,1892,41.0,-0.0128,1179.0,427,833,632
5,0.0015,,0.003,0.003,10,-88.75,1989,46.5,-0.0096,1125.0,349,352,1288
5,0.0015,,0.003,0.002,10,-89.25,2063,43.6,-0.0079,1075.0,339,686,1038
