roc_lookback_bars,min_move_pct,volume_mult,take_profit_pct,stop_loss_pct,max_hold_bars,total_return_pct,n_trades,win_rate_pct,avg_return_per_trade_pct,final_capital,tp_hits,sl_hits,timeouts
3,0.002,,0.003,0.002,20,-7.16,54,38.9,-0.0374,9284.0,6,23,25
5,0.002,,0.003,0.003,10,-7.21,71,42.3,-0.0052,9279.0,4,6,61
3,0.002,,0.003,0.003,30,-7.28,51,47.1,-0.048,9272.0,8,17,26
2,0.0015,,0.005,0.002,10,-7.29,73,46.6,-0.0035,9271.0,1,16,56
5,0.002,,0.003,0.002,10,-7.3,72,40.3,-0.0052,9270.0,4,13,55
3,0.002,,0.005,0.002,20,-7.36,53,35.8,-0.044,9264.0,3,24,26
3,0.002,,0.005,0.002,30,-7.43,53,35.8,-0.0454,9257.0,4,26,23
2,0.0015,,0.003,0.002,10,-7.49,74,45.9,-0.005,9251.0,3,16,55
3,0.002,,0.003,0.003,20,-7.53,52,42.3,-0.0502,9247.0,5,13,34
2,0.0015,,0.005,0.003,10,-7.6,72,47.2,-0.0097,9240.0,1,8,63
2,0.0015,,0.005,0.003,30,-7.6,65,44.6,-0.0213,9240.0,5,17,43
2,0.0015,,0.003,0.003,10,-7.66,73,46.6,-0.0091,9234.0,3,8,62
3,0.002,,0.005,0.003,30,-7.87,50,42.0,-0.0637,9213.0,3,18,29
5,0.002,,0.005,0.002,20,-8.03,69,40.6,-0.0211,9197.0,6,26,37
2,0.0015,,0.005,0.003,20,-8.33,68,41.2,-0.0277,9167.0,4,13,51
5,0.002,,0.005,0.002,30,-8.42,69,36.2,-0.0272,9158.0,6,32,31
5,0.002,,0.003,0.002,20,-8.44,71,43.7,-0.024,9156.0,9,25,37
5,0.002,,0.005,0.003,20,-8.49,67,44.8,-0.0321,9151.0,5,16,46
5,0.002,,0.003,0.002,30,-8.67,71,39.4,-0.0275,9133.0,12,31,28
2,0.0015,,0.003,0.002,20,-8.87,73,38.4,-0.0271,9113.0,8,25,40
2,0.0015,,0.003,0.003,30,-9.03,68,44.1,-0.0388,9097.0,11,19,38
2,0.0015,,0.005,0.002,20,-9.13,72,36.1,-0.0328,9087.0,3,26,43
2,0.0015,,0.003,0.003,20,-9.19,70,41.4,-0.0375,9081.0,7,13,50
2,0.0015,,0.005,0.002,30,-9.3,71,35.2,-0.0372,9070.0,5,32,34
2,0.0015,,0.003,0.002,30,-9.31,73,38.4,-0.0336,9069.0,12,32,29
5,0.002,,0.005,0.003,30,-9.34,66,37.9,-0.0483,9066.0,5,22,39
5,0.002,,0.003,0.003,30,-9.41,68,41.2,-0.0451,9059.0,12,21,35
5,0.002,,0.003,0.003,20,-9.5,70,45.7,-0.0424,9050.0,8,16,46
3,0.0015,,0.003,0.002,10,-9.79,94,41.5,-0.0095,9021.0,6,23,65
3,0.0015,,0.005,0.002,10,-9.86,93,40.9,-0.0115,9014.0,0,23,70
3,0.0015,,0.003,0.003,10,-10.31,92,41.3,-0.0182,8969.0,6,11,75
3,0.0015,,0.005,0.003,10,-10.41,91,40.7,-0.0206,8959.0,0,12,79
3,0.0015,,0.005,0.002,20,-11.58,88,35.2,-0.0396,8842.0,4,38,46
3,0.0015,,0.005,0.003,20,-11.68,84,38.1,-0.0477,8832.0,4,20,60
3,0.0015,,0.003,0.002,20,-11.74,91,38.5,-0.037,8826.0,10,37,44
3,0.0015,,0.005,0.003,30,-11.84,82,37.8,-0.0533,8816.0,5,26,51
3,0.0015,,0.005,0.002,30,-11.87,88,33.0,-0.0434,8813.0,6,42,40
3,0.0015,,0.003,0.003,20,-12.2,87,40.2,-0.0493,8780.0,9,20,58
3,0.0015,,0.003,0.002,30,-12.29,91,35.2,-0.0439,8771.0,14,41,36
5,0.0015,,0.005,0.002,10,-12.33,118,42.4,-0.0114,8767.0,2,23,93
5,0.0015,,0.003,0.002,10,-12.42,119,42.9,-0.0113,8758.0,9,22,88
5,0.0015,,0.005,0.003,10,-12.72,116,42.2,-0.0171,8728.0,2,11,103
5,0.0015,,0.003,0.003,10,-12.76,117,42.7,-0.0165,8724.0,9,10,98
3,0.0015,,0.003,0.003,30,-12.96,86,38.4,-0.0611,8704.0,13,27,46
5,0.0015,,0.003,0.002,30,-13.79,112,41.1,-0.0323,8621.0,15,45,52
5,0.0015,,0.005,0.002,30,-13.92,109,36.7,-0.0373,8608.0,7,46,56
5,0.0015,,0.003,0.003,30,-14.1,105,42.9,-0.0445,8590.0,15,29,61
5,0.0015,,0.005,0.002,20,-14.37,112,36.6,-0.0383,8563.0,7,43,62
5,0.0015,,0.003,0.002,20,-14.5,115,39.1,-0.0361,8550.0,12,42,61
5,0.0015,,0.005,0.003,30,-14.6,103,37.9,-0.0529,8540.0,6,30,67
5,0.0015,,0.005,0.003,20,-15.07,108,38.0,-0.051,8493.0,6,24,78
5,0.0015,,0.003,0.003,20,-15.19,109,39.4,-0.051,8481.0,10,22,77
