lookback,take_profit_pct,stop_loss_pct,max_hold_bars,trend_ema_period,total_return_pct,n_trades,win_rate_pct,avg_return_per_trade_pct,final_capital,tp_hits,sl_hits,timeouts
20,0.002,0.003,45,60.0,-20.12,160,44.4,-0.0402,7988.0,43,39,78
10,0.002,0.0015,45,60.0,-20.12,193,42.0,-0.0163,7988.0,49,92,52
20,0.002,0.0015,30,60.0,-20.13,191,41.4,-0.0176,7987.0,37,75,79
15,0.004,0.0015,20,60.0,-20.15,214,39.3,-0.005,7985.0,11,59,144
15,0.004,0.003,30,60.0,-20.2,178,41.6,-0.0265,7980.0,14,30,134
5,0.006,0.0015,30,60.0,-20.28,220,40.5,-0.0028,7972.0,8,89,123
30,0.006,0.002,10,60.0,-20.29,227,42.3,0.0002,7971.0,2,17,208
10,0.006,0.003,30,60.0,-20.29,184,40.2,-0.023,7971.0,6,34,144
20,0.006,0.0015,10,120.0,-20.3,219,42.0,-0.0035,7970.0,2,30,187
20,0.004,0.0015,10,120.0,-20.33,219,42.5,-0.0037,7967.0,6,29,184
5,0.003,0.002,45,60.0,-20.34,180,42.2,-0.0261,7966.0,28,69,83
30,0.003,0.0015,10,60.0,-20.38,229,41.9,0.0006,7962.0,9,26,194
10,0.003,0.0015,20,120.0,-20.38,205,38.0,-0.011,7962.0,18,58,129
5,0.002,0.003,30,120.0,-20.4,189,45.5,-0.0206,7960.0,43,29,117
10,0.004,0.002,30,60.0,-20.43,191,38.7,-0.0195,7957.0,13,56,122
15,0.002,0.0015,20,120.0,-20.45,192,39.1,-0.019,7955.0,25,58,109
10,0.002,0.002,30,120.0,-20.46,178,39.9,-0.0284,7954.0,33,54,91
15,0.006,0.002,45,,-20.48,192,36.5,-0.0191,7952.0,12,80,100
30,0.004,0.002,10,60.0,-20.51,227,42.3,-0.001,7949.0,6,17,204
20,0.004,0.003,30,60.0,-20.54,172,40.7,-0.0335,7946.0,13,30,129
15,0.003,0.003,20,120.0,-20.62,184,40.2,-0.0254,7938.0,13,17,154
15,0.006,0.002,20,60.0,-20.62,213,39.0,-0.0082,7938.0,6,38,169
20,0.003,0.002,45,,-20.64,183,37.7,-0.0262,7936.0,26,72,85
15,0.004,0.003,45,,-20.66,185,42.7,-0.0248,7934.0,22,46,117
10,0.006,0.002,45,,-20.7,213,39.0,-0.0086,7930.0,14,83,116
10,0.002,0.0015,30,120.0,-20.72,187,37.4,-0.0241,7928.0,34,78,75
20,0.003,0.0015,10,120.0,-20.74,220,42.3,-0.0056,7926.0,7,29,184
10,0.004,0.0015,30,60.0,-20.74,200,37.0,-0.0161,7926.0,13,82,105
20,0.006,0.002,10,120.0,-20.74,219,42.0,-0.006,7926.0,2,17,200
10,0.002,0.002,45,60.0,-20.75,185,43.8,-0.0256,7925.0,50,69,66
30,0.002,0.003,20,,-20.76,195,44.6,-0.0192,7924.0,31,22,142
20,0.004,0.002,10,120.0,-20.77,219,42.5,-0.0062,7923.0,6,17,196
5,0.006,0.002,20,120.0,-20.82,222,38.3,-0.005,7918.0,6,42,174
5,0.004,0.002,30,60.0,-20.83,210,42.9,-0.011,7917.0,17,61,132
5,0.004,0.003,30,60.0,-20.84,202,44.1,-0.0154,7916.0,17,35,150
10,0.003,0.002,20,120.0,-20.84,203,39.4,-0.015,7916.0,17,45,141
20,0.002,0.0015,45,,-20.85,201,40.8,-0.0162,7915.0,49,94,58
15,0.002,0.003,45,60.0,-20.86,167,46.1,-0.0399,7914.0,46,42,79
15,0.004,0.002,20,60.0,-20.89,214,39.7,-0.0093,7911.0,11,38,165
30,0.003,0.002,10,60.0,-20.89,229,41.9,-0.0022,7911.0,9,17,203
20,0.006,0.0015,30,,-20.93,208,37.5,-0.0127,7907.0,6,86,116
30,0.002,0.0015,10,60.0,-20.93,232,41.8,-0.0012,7907.0,19,25,188
30,0.006,0.003,10,60.0,-20.94,227,42.3,-0.0034,7906.0,2,11,214
20,0.003,0.002,20,60.0,-20.99,204,40.2,-0.0154,7901.0,18,43,143
20,0.002,0.003,20,120.0,-21.03,174,41.4,-0.0355,7897.0,22,21,131
15,0.006,0.003,45,,-21.03,182,39.0,-0.0294,7897.0,13,50,119
10,0.003,0.002,30,60.0,-21.08,197,40.6,-0.02,7892.0,25,59,113
15,0.006,0.0015,10,120.0,-21.1,241,44.4,0.0018,7890.0,3,28,210
20,0.004,0.003,45,,-21.13,172,38.4,-0.0377,7887.0,19,46,107
30,0.004,0.003,10,60.0,-21.15,227,42.3,-0.0046,7885.0,6,11,210
20,0.003,0.003,30,60.0,-21.15,178,42.1,-0.0333,7885.0,22,30,126
15,0.002,0.0015,30,60.0,-21.17,202,41.1,-0.0176,7883.0,38,79,85
20,0.003,0.002,10,120.0,-21.18,220,42.3,-0.0081,7882.0,7,17,196
15,0.003,0.003,30,60.0,-21.21,184,42.9,-0.0293,7879.0,25,32,127
15,0.002,0.002,20,120.0,-21.21,192,40.1,-0.024,7879.0,26,41,125
10,0.002,0.003,45,60.0,-21.23,177,48.6,-0.0346,7877.0,51,40,86
30,0.006,0.0015,10,,-21.24,248,43.1,0.0038,7876.0,2,27,219
20,0.004,0.0015,30,,-21.24,208,38.9,-0.0146,7876.0,13,83,112
10,0.003,0.0015,30,60.0,-21.25,206,38.8,-0.0158,7875.0,24,85,97
15,0.003,0.0015,20,60.0,-21.26,219,39.7,-0.009,7874.0,18,63,138
5,0.004,0.0015,30,60.0,-21.28,222,41.0,-0.0076,7872.0,17,87,118
10,0.006,0.0015,45,,-21.3,229,35.8,-0.0044,7870.0,14,120,95
10,0.004,0.003,30,60.0,-21.31,187,40.1,-0.028,7869.0,13,34,140
5,0.002,0.0015,30,120.0,-21.34,212,42.5,-0.0131,7866.0,46,83,83
10,0.003,0.003,20,120.0,-21.36,200,40.5,-0.02,7864.0,17,19,164
20,0.006,0.003,10,120.0,-21.37,219,42.0,-0.0097,7863.0,2,10,207
15,0.004,0.0015,10,120.0,-21.37,241,44.8,0.0003,7863.0,7,27,207
5,0.006,0.0015,20,120.0,-21.37,230,37.0,-0.0044,7863.0,6,63,161
20,0.004,0.003,10,120.0,-21.4,219,42.5,-0.0099,7860.0,6,10,203
30,0.004,0.0015,10,,-21.45,248,43.1,0.0028,7855.0,6,27,215
20,0.002,0.0015,20,60.0,-21.47,212,40.1,-0.0139,7853.0,29,63,120
20,0.002,0.002,30,60.0,-21.47,189,42.3,-0.0277,7853.0,37,58,94
15,0.006,0.002,10,120.0,-21.49,241,44.4,-0.0003,7851.0,3,17,221
30,0.002,0.002,10,60.0,-21.49,232,41.8,-0.0042,7851.0,19,17,196
5,0.006,0.002,45,,-21.49,242,41.7,0.0003,7851.0,15,92,135
30,0.003,0.003,10,60.0,-21.53,229,41.9,-0.0058,7847.0,9,11,209
20,0.006,0.003,20,60.0,-21.54,198,39.4,-0.0223,7846.0,5,23,170
10,0.004,0.002,45,,-21.57,218,40.8,-0.0112,7843.0,24,83,111
10,0.002,0.0015,20,120.0,-21.62,212,39.6,-0.0148,7838.0,28,59,125
5,0.002,0.003,45,60.0,-21.64,186,48.9,-0.0309,7836.0,57,39,90
5,0.002,0.002,30,120.0,-21.69,201,43.3,-0.0215,7831.0,43,57,101
5,0.006,0.0015,45,,-21.7,260,39.2,0.0062,7830.0,16,127,117
15,0.003,0.0015,10,120.0,-21.71,242,44.6,-0.0011,7829.0,9,27,206
20,0.002,0.0015,10,120.0,-21.71,224,41.5,-0.0092,7829.0,18,31,175
15,0.002,0.002,30,60.0,-21.71,197,43.1,-0.0241,7829.0,38,58,101
20,0.004,0.003,20,60.0,-21.72,198,39.4,-0.0235,7828.0,9,23,166
5,0.006,0.003,45,,-21.75,223,43.9,-0.0097,7825.0,13,52,158
15,0.004,0.002,10,120.0,-21.76,241,44.8,-0.0017,7824.0,7,17,217
30,0.006,0.002,10,,-21.79,248,43.1,0.001,7821.0,2,18,228
20,0.003,0.003,10,120.0,-21.8,220,42.3,-0.0117,7820.0,7,10,203
10,0.006,0.003,45,,-21.86,202,41.1,-0.0218,7814.0,15,50,137
30,0.003,0.0015,10,,-21.87,250,42.8,0.0014,7813.0,9,28,213
20,0.003,0.0015,30,,-21.88,214,39.7,-0.0152,7812.0,24,84,106
5,0.004,0.002,20,120.0,-21.9,225,39.1,-0.0097,7810.0,8,43,174
20,0.006,0.002,30,,-21.9,204,39.2,-0.021,7810.0,6,64,134
5,0.006,0.003,20,120.0,-21.94,219,38.8,-0.0129,7806.0,6,19,194
15,0.006,0.003,10,120.0,-21.95,241,44.4,-0.0027,7805.0,3,10,228
15,0.006,0.003,20,60.0,-21.95,213,39.4,-0.0161,7805.0,5,21,187
5,0.002,0.002,45,60.0,-21.98,198,44.4,-0.0252,7802.0,56,74,68
30,0.004,0.002,10,,-21.99,248,43.1,-0.0001,7801.0,6,18,224
5,0.003,0.003,30,60.0,-22.03,210,44.8,-0.0183,7797.0,30,36,144
15,0.003,0.002,10,120.0,-22.1,242,44.6,-0.0031,7790.0,9,17,216
15,0.002,0.003,20,120.0,-22.11,191,40.3,-0.0307,7789.0,25,18,148
30,0.002,0.003,10,60.0,-22.13,232,41.8,-0.0077,7787.0,19,11,202
15,0.003,0.002,20,60.0,-22.14,219,40.2,-0.0141,7786.0,18,42,159
20,0.002,0.002,10,120.0,-22.18,224,41.5,-0.0119,7782.0,18,18,188
10,0.002,0.002,20,120.0,-22.18,211,40.8,-0.0187,7782.0,30,45,136
5,0.002,0.0015,45,60.0,-22.19,216,42.6,-0.016,7781.0,59,107,50
15,0.004,0.003,10,120.0,-22.21,241,44.8,-0.0041,7779.0,7,10,224
10,0.003,0.003,30,60.0,-22.21,193,42.0,-0.0299,7779.0,25,36,132
20,0.004,0.002,30,,-22.25,205,40.5,-0.0226,7775.0,13,61,131
5,0.003,0.002,30,60.0,-22.26,219,42.9,-0.0148,7774.0,29,65,125
20,0.002,0.002,45,,-22.27,196,41.3,-0.0283,7773.0,49,75,72
15,0.004,0.003,20,60.0,-22.29,213,39.9,-0.0182,7771.0,9,21,183
10,0.006,0.002,20,60.0,-22.3,234,38.5,-0.0077,7770.0,6,42,186
5,0.003,0.002,20,120.0,-22.3,227,39.6,-0.011,7770.0,18,45,164
20,0.006,0.0015,20,,-22.33,238,38.7,-0.006,7767.0,6,71,161
10,0.004,0.0015,45,,-22.35,234,37.6,-0.0079,7765.0,25,120,89
30,0.003,0.002,10,,-22.37,250,42.8,-0.0012,7763.0,9,18,223
30,0.002,0.0015,10,,-22.39,253,42.7,-0.0001,7761.0,21,27,205
20,0.004,0.0015,20,,-22.44,239,38.9,-0.0062,7756.0,14,70,155
30,0.006,0.003,10,,-22.49,248,43.1,-0.0026,7751.0,2,11,235
5,0.004,0.0015,20,120.0,-22.51,232,37.5,-0.0098,7749.0,8,63,161
15,0.006,0.0015,30,,-22.54,239,37.7,-0.0067,7746.0,10,97,132
15,0.003,0.003,10,120.0,-22.55,242,44.6,-0.0055,7745.0,9,10,223
10,0.006,0.0015,20,60.0,-22.56,238,37.4,-0.0073,7744.0,6,70,162
5,0.003,0.0015,30,60.0,-22.57,231,41.6,-0.0106,7743.0,28,92,111
10,0.004,0.002,20,60.0,-22.59,235,39.1,-0.0088,7741.0,11,42,182
20,0.003,0.003,20,60.0,-22.6,203,40.4,-0.0261,7740.0,17,23,163
15,0.002,0.0015,10,120.0,-22.6,245,44.1,-0.0045,7740.0,20,28,197
20,0.003,0.003,45,,-22.61,177,38.4,-0.0445,7739.0,25,45,107
20,0.002,0.002,20,60.0,-22.62,212,40.1,-0.0208,7738.0,29,44,139
10,0.004,0.003,45,,-22.63,206,43.2,-0.0242,7737.0,25,49,132
15,0.003,0.0015,45,,-22.65,213,35.7,-0.0204,7735.0,29,107,77
30,0.004,0.003,10,,-22.69,248,43.1,-0.0037,7731.0,6,11,231
15,0.006,0.002,30,,-22.73,231,39.8,-0.0114,7727.0,10,69,152
10,0.002,0.003,20,120.0,-22.75,208,41.8,-0.024,7725.0,30,19,159
15,0.003,0.002,45,,-22.77,201,38.8,-0.0284,7723.0,27,80,94
5,0.004,0.002,45,,-22.8,245,43.3,-0.0054,7720.0,28,89,128
20,0.003,0.002,30,,-22.81,211,41.2,-0.0226,7719.0,23,61,127
10,0.004,0.0015,20,60.0,-22.88,239,38.1,-0.0086,7712.0,11,69,159
20,0.002,0.003,10,120.0,-22.88,224,41.5,-0.0159,7712.0,18,11,195
30,0.002,0.002,10,,-22.93,253,42.7,-0.0029,7707.0,21,18,214
5,0.003,0.0015,20,120.0,-22.98,235,38.3,-0.011,7702.0,20,64,151
5,0.003,0.003,20,120.0,-22.99,223,40.4,-0.017,7701.0,18,19,186
15,0.002,0.002,10,120.0,-22.99,245,44.1,-0.0065,7701.0,20,17,208
5,0.004,0.003,20,120.0,-22.99,222,39.6,-0.0175,7701.0,8,19,195
15,0.004,0.0015,30,,-23.03,239,39.3,-0.0093,7697.0,17,95,127
30,0.003,0.003,10,,-23.06,250,42.8,-0.0048,7694.0,9,11,230
15,0.003,0.003,45,,-23.07,191,41.9,-0.0371,7693.0,29,48,114
15,0.004,0.002,30,,-23.1,231,41.6,-0.0135,7690.0,17,66,148
20,0.002,0.003,30,60.0,-23.11,189,43.4,-0.0388,7689.0,39,32,118
20,0.002,0.0015,30,,-23.12,226,41.6,-0.0162,7688.0,48,87,91
10,0.006,0.003,20,60.0,-23.13,231,39.0,-0.0137,7687.0,6,23,202
15,0.002,0.003,30,60.0,-23.24,195,44.1,-0.0355,7676.0,40,32,123
15,0.002,0.0015,20,60.0,-23.26,228,39.0,-0.016,7674.0,30,67,131
10,0.004,0.003,20,60.0,-23.42,232,39.7,-0.0148,7658.0,11,23,198
15,0.003,0.003,20,60.0,-23.43,218,40.4,-0.0223,7657.0,17,22,179
15,0.002,0.003,10,120.0,-23.43,245,44.1,-0.0089,7657.0,20,10,215
20,0.006,0.0015,10,60.0,-23.49,268,40.7,0.0002,7651.0,3,31,234
20,0.003,0.0015,20,,-23.56,244,39.3,-0.01,7644.0,19,72,153
5,0.004,0.0015,45,,-23.58,266,41.4,-0.0009,7642.0,29,127,110
15,0.006,0.003,30,,-23.6,225,41.8,-0.0194,7640.0,10,38,177
30,0.002,0.003,10,,-23.63,253,42.7,-0.0064,7637.0,21,11,221
20,0.006,0.002,20,,-23.65,237,38.8,-0.0137,7635.0,6,53,178
20,0.006,0.003,30,,-23.66,202,40.6,-0.0334,7634.0,6,38,158
10,0.002,0.002,30,60.0,-23.67,212,41.0,-0.0272,7633.0,42,63,107
20,0.002,0.003,45,,-23.68,189,43.4,-0.0427,7632.0,48,45,96
5,0.004,0.003,45,,-23.71,230,44.3,-0.0174,7629.0,27,51,152
20,0.004,0.002,20,,-23.72,238,39.1,-0.0136,7628.0,14,52,172
10,0.002,0.0015,30,60.0,-23.73,220,38.6,-0.023,7627.0,41,93,86
15,0.004,0.003,30,,-23.79,225,43.6,-0.0205,7621.0,17,36,172
10,0.003,0.0015,20,60.0,-23.81,243,38.7,-0.0118,7619.0,20,72,151
15,0.002,0.0015,45,,-23.82,233,40.3,-0.0166,7618.0,58,110,65
10,0.003,0.002,20,60.0,-23.83,240,39.6,-0.0133,7617.0,21,46,173
20,0.004,0.0015,10,60.0,-23.88,268,40.7,-0.0017,7612.0,8,31,229
20,0.004,0.003,30,,-23.89,203,41.9,-0.0342,7611.0,13,36,154
5,0.002,0.002,20,120.0,-23.98,239,40.2,-0.0146,7602.0,38,48,153
15,0.002,0.002,20,60.0,-24.03,228,39.5,-0.0204,7597.0,31,43,154
10,0.002,0.003,30,60.0,-24.03,206,42.7,-0.0332,7597.0,43,34,129
20,0.006,0.002,10,60.0,-24.07,268,40.7,-0.0026,7593.0,3,19,246
15,0.003,0.002,30,,-24.07,236,41.5,-0.0165,7593.0,29,66,141
10,0.006,0.0015,10,120.0,-24.07,279,44.8,0.0014,7593.0,2,36,241
20,0.002,0.002,30,,-24.08,222,42.8,-0.0239,7592.0,48,64,110
10,0.004,0.0015,10,120.0,-24.13,279,45.2,0.0011,7587.0,6,35,238
15,0.002,0.002,45,,-24.21,222,42.8,-0.0247,7579.0,59,83,80
5,0.002,0.003,30,60.0,-24.21,224,46.9,-0.0236,7579.0,52,36,136
15,0.002,0.003,45,,-24.22,208,46.2,-0.0331,7578.0,57,47,104
15,0.003,0.0015,30,,-24.29,245,39.2,-0.0134,7571.0,28,98,119
10,0.003,0.0015,45,,-24.29,245,38.8,-0.0134,7571.0,38,126,81
20,0.002,0.003,20,60.0,-24.3,211,40.3,-0.0318,7570.0,28,25,158
10,0.006,0.002,30,,-24.37,261,41.4,-0.0068,7563.0,12,71,178
20,0.003,0.003,30,,-24.4,209,42.6,-0.0336,7560.0,23,36,150
5,0.002,0.003,20,120.0,-24.4,233,41.2,-0.0199,7560.0,37,19,177
20,0.003,0.0015,10,60.0,-24.45,270,40.4,-0.0037,7555.0,11,32,227
10,0.006,0.0015,30,,-24.46,274,38.3,-0.0022,7554.0,12,109,153
20,0.004,0.002,10,60.0,-24.46,268,40.7,-0.0046,7554.0,8,19,241
10,0.003,0.002,45,,-24.47,229,40.6,-0.0224,7553.0,35,88,106
10,0.006,0.002,10,120.0,-24.6,279,44.8,-0.0011,7540.0,2,25,252
5,0.002,0.002,30,60.0,-24.64,235,44.3,-0.0202,7536.0,52,67,116
10,0.004,0.002,10,120.0,-24.66,279,45.2,-0.0014,7534.0,6,25,248
10,0.003,0.0015,10,120.0,-24.67,280,44.6,-0.0011,7533.0,10,35,235
10,0.003,0.003,20,60.0,-24.69,237,40.1,-0.0195,7531.0,21,24,192
5,0.002,0.0015,20,120.0,-24.7,248,38.7,-0.0143,7530.0,38,67,143
15,0.003,0.003,30,,-24.85,230,43.5,-0.024,7515.0,29,37,164
10,0.006,0.003,10,120.0,-24.86,279,45.2,-0.0023,7514.0,2,11,266
15,0.006,0.0015,10,60.0,-24.87,293,43.0,0.0025,7513.0,5,30,258
20,0.003,0.002,20,,-24.89,243,39.5,-0.0177,7511.0,19,54,170
5,0.006,0.002,20,60.0,-24.92,262,38.9,-0.0092,7508.0,6,49,207
10,0.004,0.003,10,120.0,-24.92,279,45.5,-0.0026,7508.0,6,11,262
20,0.006,0.003,10,60.0,-24.95,268,40.7,-0.007,7505.0,3,12,253
20,0.003,0.002,10,60.0,-24.97,270,40.4,-0.0063,7503.0,11,19,240
5,0.003,0.0015,45,,-25.07,281,42.3,-0.0025,7493.0,50,134,97
10,0.004,0.002,30,,-25.15,262,42.0,-0.0104,7485.0,20,68,174
10,0.003,0.002,10,120.0,-25.19,280,44.6,-0.0035,7481.0,10,25,245
5,0.002,0.0015,30,60.0,-25.29,250,42.4,-0.0165,7471.0,52,101,97
15,0.002,0.003,20,60.0,-25.32,227,39.6,-0.0285,7468.0,30,23,174
20,0.002,0.0015,20,,-25.32,255,40.0,-0.0144,7468.0,36,75,144
20,0.004,0.003,10,60.0,-25.33,268,40.7,-0.0089,7467.0,8,12,248
10,0.003,0.003,45,,-25.35,217,43.3,-0.0344,7465.0,39,53,125
20,0.002,0.0015,10,60.0,-25.38,274,40.1,-0.0068,7462.0,22,32,220
15,0.006,0.002,10,60.0,-25.39,293,43.0,0.0001,7461.0,5,20,268
15,0.004,0.0015,10,60.0,-25.42,293,43.0,-0.0,7458.0,8,30,255
10,0.003,0.003,10,120.0,-25.44,280,45.0,-0.0048,7456.0,10,11,259
5,0.006,0.0015,20,60.0,-25.47,271,37.6,-0.0083,7453.0,6,78,187
10,0.004,0.0015,30,,-25.48,275,38.9,-0.0068,7452.0,20,108,147
10,0.002,0.0015,20,60.0,-25.59,254,39.0,-0.0163,7441.0,34,74,146
15,0.006,0.0015,20,,-25.6,277,37.9,-0.0066,7440.0,8,81,188
20,0.002,0.003,30,,-25.67,220,44.1,-0.0347,7433.0,50,38,132
5,0.003,0.002,45,,-25.67,263,43.3,-0.0126,7433.0,48,96,119
10,0.002,0.0015,45,,-25.72,263,41.4,-0.0129,7428.0,72,124,67
10,0.002,0.002,20,60.0,-25.76,251,39.8,-0.0185,7424.0,35,46,170
10,0.002,0.002,45,,-25.81,247,44.1,-0.0207,7419.0,70,89,88
20,0.004,0.003,20,,-25.81,236,39.0,-0.0263,7419.0,11,29,196
20,0.003,0.003,10,60.0,-25.84,270,40.4,-0.0106,7416.0,11,12,247
20,0.006,0.003,20,,-25.85,236,39.0,-0.0265,7415.0,4,29,203
5,0.004,0.002,20,60.0,-25.86,266,39.5,-0.0123,7414.0,10,50,206
10,0.003,0.002,30,,-25.93,270,42.2,-0.011,7407.0,35,71,164
15,0.004,0.002,10,60.0,-25.94,293,43.0,-0.0024,7406.0,8,20,265
10,0.002,0.0015,10,120.0,-25.95,285,44.2,-0.0054,7405.0,22,38,225
15,0.003,0.0015,10,60.0,-25.95,295,42.7,-0.0018,7405.0,12,31,252
15,0.002,0.002,30,,-25.96,254,43.7,-0.0182,7404.0,55,70,129
10,0.002,0.003,45,,-25.96,232,47.4,-0.0293,7404.0,70,47,115
10,0.006,0.003,30,,-25.98,256,42.6,-0.0173,7402.0,12,45,199
20,0.002,0.002,10,60.0,-25.99,274,40.1,-0.0097,7401.0,22,20,232
15,0.002,0.0015,30,,-26.01,262,40.8,-0.0148,7399.0,54,101,107
15,0.006,0.002,20,,-26.02,275,39.6,-0.0094,7398.0,8,50,217
15,0.004,0.0015,20,,-26.04,280,38.6,-0.0076,7396.0,17,81,182
15,0.006,0.003,10,60.0,-26.11,293,43.0,-0.0032,7389.0,5,12,276
5,0.006,0.003,20,60.0,-26.31,258,39.5,-0.0181,7369.0,6,29,223
15,0.004,0.002,20,,-26.33,278,40.3,-0.0098,7367.0,17,49,212
10,0.003,0.0015,30,,-26.37,283,39.2,-0.008,7363.0,35,112,136
5,0.003,0.002,20,60.0,-26.4,269,40.1,-0.0138,7360.0,22,53,194
15,0.003,0.002,10,60.0,-26.42,295,42.7,-0.0039,7358.0,12,20,263
5,0.006,0.0015,30,,-26.45,329,39.5,0.007,7355.0,14,123,192
10,0.004,0.003,30,,-26.45,257,43.2,-0.0193,7355.0,20,42,195
5,0.004,0.0015,20,60.0,-26.46,274,38.0,-0.012,7354.0,10,80,184
5,0.003,0.003,45,,-26.5,244,44.7,-0.0259,7350.0,46,57,141
10,0.002,0.002,10,120.0,-26.54,285,44.6,-0.0081,7346.0,23,27,235
20,0.002,0.002,20,,-26.55,254,40.2,-0.0214,7345.0,36,55,163
10,0.002,0.003,20,60.0,-26.63,248,40.3,-0.0247,7337.0,35,24,189
15,0.002,0.003,30,,-26.63,248,45.6,-0.0247,7337.0,57,38,153
5,0.002,0.002,45,,-26.63,288,47.9,-0.0074,7337.0,92,95,101
15,0.004,0.003,10,60.0,-26.65,293,43.0,-0.0057,7335.0,8,12,273
10,0.002,0.003,10,120.0,-26.76,285,44.9,-0.0092,7324.0,23,12,250
20,0.003,0.003,20,,-26.78,241,39.4,-0.0292,7322.0,17,29,195
15,0.002,0.0015,10,60.0,-26.88,299,42.5,-0.0046,7312.0,23,31,245
5,0.002,0.003,45,,-26.9,266,48.9,-0.0176,7310.0,87,52,127
20,0.002,0.003,10,60.0,-26.91,274,40.1,-0.0143,7309.0,22,13,239
5,0.006,0.003,30,,-26.94,297,43.4,-0.0053,7306.0,13,50,234
5,0.003,0.0015,20,60.0,-26.94,278,38.8,-0.0128,7306.0,22,81,175
15,0.003,0.003,10,60.0,-27.13,295,42.7,-0.0072,7287.0,12,12,271
5,0.004,0.003,20,60.0,-27.22,262,40.1,-0.0211,7278.0,10,29,223
10,0.003,0.003,30,,-27.34,264,43.2,-0.0208,7266.0,35,44,185
15,0.002,0.002,10,60.0,-27.38,299,42.5,-0.0069,7262.0,23,20,256
5,0.006,0.002,30,,-27.42,316,41.1,-0.001,7258.0,14,88,214
15,0.006,0.003,20,,-27.49,275,40.0,-0.0167,7251.0,7,27,241
5,0.003,0.003,20,60.0,-27.57,264,40.5,-0.022,7243.0,22,29,213
15,0.003,0.0015,20,,-27.6,285,38.6,-0.0132,7240.0,19,85,181
10,0.006,0.002,20,,-27.72,329,39.5,0.0015,7228.0,11,58,260
5,0.002,0.0015,45,,-27.72,316,45.6,-0.0026,7228.0,96,142,78
10,0.006,0.0015,10,60.0,-27.77,332,42.8,0.0021,7223.0,4,38,290
15,0.004,0.003,20,,-27.89,277,40.4,-0.0179,7211.0,15,27,235
15,0.003,0.002,20,,-28.03,283,40.3,-0.0161,7197.0,19,53,211
15,0.002,0.003,10,60.0,-28.09,299,42.5,-0.0102,7191.0,23,12,264
5,0.006,0.002,10,120.0,-28.1,344,44.2,0.0042,7190.0,5,24,315
10,0.006,0.0015,20,,-28.1,335,38.2,0.0017,7190.0,11,91,233
10,0.002,0.002,30,,-28.1,290,43.4,-0.0136,7190.0,68,75,147
10,0.004,0.0015,10,60.0,-28.11,332,42.8,0.0007,7189.0,7,38,287
5,0.006,0.0015,10,120.0,-28.26,345,44.1,0.0039,7174.0,5,49,291
10,0.006,0.002,10,60.0,-28.3,332,42.8,-0.0001,7170.0,4,27,301
20,0.006,0.0015,10,,-28.35,322,41.9,-0.0034,7165.0,3,42,277
5,0.004,0.0015,30,,-28.35,334,40.4,0.0005,7165.0,27,124,183
20,0.002,0.003,20,,-28.43,252,40.1,-0.0326,7157.0,34,31,187
5,0.002,0.002,20,60.0,-28.43,282,40.4,-0.0185,7157.0,41,54,187
10,0.002,0.0015,30,,-28.62,303,40.9,-0.0111,7138.0,66,116,121
5,0.004,0.002,10,120.0,-28.62,344,44.5,0.0021,7138.0,9,24,311
10,0.004,0.002,10,60.0,-28.63,332,42.8,-0.0015,7137.0,7,27,298
20,0.006,0.002,10,,-28.64,321,42.4,-0.005,7136.0,3,23,295
5,0.006,0.003,10,120.0,-28.64,343,44.6,0.0017,7136.0,5,13,325
20,0.004,0.0015,10,,-28.72,322,41.9,-0.005,7128.0,8,42,272
5,0.004,0.0015,10,120.0,-28.78,345,44.3,0.0017,7122.0,9,48,288
15,0.002,0.0015,20,,-28.83,297,40.1,-0.0144,7117.0,42,87,168
10,0.003,0.0015,10,60.0,-28.88,334,42.2,-0.002,7112.0,12,39,283
10,0.004,0.002,20,,-28.92,333,40.2,-0.0024,7108.0,20,57,256
5,0.004,0.003,30,,-28.93,303,44.2,-0.0123,7107.0,26,50,227
10,0.006,0.003,10,60.0,-28.95,332,43.1,-0.0028,7105.0,4,14,314
10,0.002,0.003,30,,-28.95,283,44.9,-0.0206,7105.0,68,43,172
20,0.004,0.002,10,,-29.0,321,42.4,-0.0066,7100.0,8,23,290
5,0.004,0.002,30,,-29.02,321,41.7,-0.0064,7098.0,25,87,209
5,0.002,0.0015,20,60.0,-29.13,293,38.6,-0.0174,7087.0,42,85,166
5,0.004,0.003,10,120.0,-29.16,343,44.9,-0.0004,7084.0,9,13,321
10,0.006,0.003,20,,-29.21,326,40.5,-0.0058,7079.0,11,31,284
20,0.003,0.0015,10,,-29.24,324,41.7,-0.0067,7076.0,11,43,270
10,0.004,0.003,10,60.0,-29.28,332,43.1,-0.0042,7072.0,7,14,311
15,0.002,0.002,20,,-29.3,296,41.6,-0.017,7070.0,44,56,196
10,0.004,0.0015,20,,-29.34,339,38.9,-0.0023,7066.0,20,91,228
10,0.003,0.002,10,60.0,-29.35,334,42.2,-0.0039,7065.0,12,27,295
20,0.006,0.003,10,,-29.42,321,42.4,-0.0084,7058.0,3,14,304
15,0.003,0.003,20,,-29.47,282,40.4,-0.0237,7053.0,18,28,236
20,0.003,0.002,10,,-29.48,323,42.1,-0.0081,7052.0,11,23,289
5,0.003,0.002,10,120.0,-29.5,347,44.4,-0.0006,7050.0,16,25,306
5,0.003,0.0015,10,120.0,-29.62,348,44.3,-0.0008,7038.0,16,49,283
5,0.002,0.003,20,60.0,-29.63,277,40.8,-0.0267,7037.0,41,29,207
